X,Y,OBJECTID,SH,RS,RP,siteRef,lane,type,percentHeavy,equipmentCurrent,description,region,acceptedDays,AADT5yearsAgo,AADT4yearsAgo,AADT3yearsAgo,AADT2yearsAgo,AADT1yearAgo,siteType
1575240.9398,5175740.0731,1675,74,21,0.252999991178513,07439021,Ramp,Continuous,19.9,Dual Loop,On Ramp Port Hills Rd Interchange - Inc - R2,11 - Canterbury,352,2463,2699,2716,2843,2825,Regional Continuous
1576227.5974,5174210.7283,1676,74,22,1.57000005245209,07439022,Ramp,Virtual,,Virtual,Tunnel Rd Sth of Porthill Rd Int Inc On Ramp R1,11 - Canterbury,,823,,651,,,Virtual
1571086.2413,5188339.0514,1677,74,3,0.379999995231628,07440002,Ramp,Continuous,,Dual Loop,CNC - Belfast Off-Ramp (Dec),11 - Canterbury,,,,,,,Regional Continuous
1575240.9398,5175740.0731,1678,74,21,0.218999996781349,07449021,Ramp,Virtual,,Tube,Off Ramp Port Hills Rd Interchange - Dec - R3,11 - Canterbury,,2983,,3028,,,Virtual
1576275.5784,5174195.7363,1679,74,22,1.57000005245209,07449023,Ramp,Virtual,,Tube,Tunnel Portal at Heathcote Dec Off Ramp R2,11 - Canterbury,,823,,651,,,Virtual
1570055.6883,5185576.0824,1680,74,0,7,07450007,Ramp,Continuous,,Dual Loop,CNC - Northern Motorway/QEII On-Ramp (Dec),11 - Canterbury,,,,,,,Regional Continuous
1575196.9537,5175846.0289,1681,74,21,0.129999995231628,07459021,Ramp,Continuous,6.4,Dual Loop,On Ramp Port Hills Rd Interchange - Dec - R4,11 - Canterbury,354,1878,1996,2375,1917,1985,Regional Continuous
1570055.6883,5185576.0824,1682,74,0,7,07460007,Ramp,Continuous,,Dual Loop,CNC - Northern Motorway/QEII Off-Ramp (Inc),11 - Canterbury,,,,,,,Regional Continuous
1575226.9422,5175828.0373,1683,74,21,0.0399999991059303,07469021,Ramp,Virtual,,Tube,Off Ramp Port Hills Rd Interchange - Inc - R1,11 - Canterbury,,1557,,1526,,,Virtual
1575894.4395,5184194.7304,1684,74,0,11,07480011,Ramp,Virtual,4.7,Virtual,Virtual Site on Frost Rd RAB,11 - Canterbury,,15495,15622,15166,15011,16690,Virtual
1575875.4633,5183376.0527,1685,74,0,11.8000001907349,07488012,Ramp,Virtual,5.4,Virtual,Virtual site on New Brighton Rd RAB,11 - Canterbury,,12417,12342,11912,12887,12211,Virtual
1575062.9473,5177549.3426,1686,74,19,0.449999988079071,07488019,Ramp,Virtual,11.5,Virtual,Virtual site on RAB,11 - Canterbury,,7296,7780,7260,7732,7729,Virtual
1572044.9396,5184723.4497,1687,74,0,7.07000017166138,07489007,Ramp,Virtual,,Virtual,Virtual Site on Innes Rd RAB,11 - Canterbury,,16332,,,,,Virtual
1577292.9611,5180515.2233,1688,74,0,15.3299999237061,07489016,Ramp,Virtual,5.3,Virtual,Virtual on Breeze Rd RAB,11 - Canterbury,,11586,11935,11319,12614,12179,Virtual
1574889.0007,5178044.1397,1689,74A,0,0.270000010728836,74A00000,Both,Non-Continuous,6.6,Dual Loop,Palinurus Rd Nth East of Ferry Rd,11 - Canterbury,76,7397,7528,7057,7558,7436,Regional Non-Continuous
1574490.1771,5177553.3218,1690,74A,0,0.910000026226044,74A00001,Both,Non-Continuous,4.4,Dual Loop,Rutherford St Sth West of Ferry Rd,11 - Canterbury,49,14723,15382,14659,15053,14542,Regional Non-Continuous
1573661.514,5177402.3532,1691,74A,0,1.87000000476837,74A00002,Both,Non-Continuous,5,Dual Loop,Garlands Rd Sth East of Opawa Rd,11 - Canterbury,48,16447,16367,16166,16992,17166,Regional Non-Continuous
1570534.4246,5190267.3163,1692,74M,327,3.38000011444092,74M10330,Inc,Continuous,5.3,Dual Loop,Sth of Dickeys Rd - Sth Bound Lanes,11 - Canterbury,111,10534,9993,9012,5189,5033,Regional Continuous
1570024.6328,5189195.7137,1693,74M,327,4.59000015258789,74M10332,Inc,Continuous,4.8,Dual Loop,Nth of Johns Rd (Inc),11 - Canterbury,111,13727,13318,12402,7980,7977,Regional Continuous
1570534.4246,5190267.3163,1694,74M,327,3.38000011444092,74M20330,Dec,Continuous,4.9,Dual Loop,Sth of Dickeys Rd - Nth Bound Lanes,11 - Canterbury,111,10937,11035,9558,6140,5881,Regional Continuous
1570024.6328,5189195.7137,1695,74M,327,4.59000015258789,74M20332,Dec,Continuous,4.6,Dual Loop,Nth of Johns Rd (Dec),11 - Canterbury,111,13625,13792,10778,8484,8253,Regional Continuous
1566892.1537,5177729.9691,1696,75,0,1.05999994277954,07500001,Both,Continuous,2.6,Dual Loop,Christchurch - Nth-west of Curletts River Bridge,11 - Canterbury,212,14751,15457,13333,15366,14884,Regional Continuous
1566994.1288,5177394.1009,1697,75,0,1.53999996185303,07500002,Both,Non-Continuous,3.6,Single Loop,Christchurch - Halswell Rd Nth of Tankerville Rd,11 - Canterbury,91,22735,24680,21515,22844,21358,Regional Non-Continuous
1565605.7216,5176032.5608,1698,75,0,3.5,07500004,Both,Continuous,2.2,Dual Loop,Christchurch - Halswell Rd Nth of Dunbars Rd,11 - Canterbury,361,17646,19496,16626,17987,17541,Regional Continuous
1565255.9405,5174296.2032,1699,75,0,5.01000022888184,07500005,Both,Non-Continuous,2.7,Dual Loop,Christchurch - Halswell Rd Sth of Nicholls Rd,11 - Canterbury,89,11642,12013,11292,11702,11431,Regional Non-Continuous
1565310.9409,5173880.364,1700,75,0,5.8600001335144,07500006,Both,Non-Continuous,5.8,Single Loop,Christchurch - Halswell Rd Sth of Halswell Junction Rd,11 - Canterbury,109,12463,12809,11663,13483,13292,Regional Non-Continuous
1564754.1953,5173109.6286,1701,75,0,6.88000011444092,07500007,Both,Continuous,3.6,Dual Loop,Christchurch - Halswell Rd Sth of Glovers Rd,11 - Canterbury,321,8494,8834,8215,8983,8706,Regional Continuous
1564501.3282,5172456.8632,1702,75,0,7.57000017166138,07500008,Both,Non-Continuous,8.9,Single Loop,Halswell Rd - Sth of Candys Rd,11 - Canterbury,28,7808,8261,7798,8455,8347,Regional Non-Continuous
1564427.3969,5171743.1308,1703,75,8,0,07500009,Both,Non-Continuous,3.4,Dual Loop,Nth of Halswell River (Leadleys Bridge),11 - Canterbury,96,6412,6794,6522,7146,6769,Regional Non-Continuous
1563599.1204,5165517.4631,1704,75,14,0.159999996423721,07500014,Both,Non-Continuous,6.8,Single Loop,Tai Tapu Township - Sth of Old Tai Tapu Rd,11 - Canterbury,47,4811,4763,4480,4757,4508,Regional Non-Continuous
1563989.1092,5163631.2219,1705,75,14,2.20000004768372,07500016,Both,Non-Continuous,8.5,Tube,Tai Tapu - Nth of McCartneys Rd,11 - Canterbury,28,3910,3837,3713,3815,3769,Regional Non-Continuous
1578199.2927,5149980.1127,1706,75,35,9.99899959564209,07500045,Both,Continuous,6.2,Dual Loop,Motukarara - East of McQueens Valley Rd,11 - Canterbury,362,3163,3060,2606,2604,2555,Regional Continuous
1583638.5345,5154197.6883,1707,75,52,0,07500052,Both,Non-Continuous,11.4,Tube,Little River - Okana River Bridge,11 - Canterbury,28,2390,2238,2144,2127,2141,Regional Non-Continuous
1588502.2581,5155213.5694,1708,75,52,7.37099981307983,07500055,Both,Non-Continuous,11.1,Tube,490 metres Sthwest of Puaha Rd,11 - Canterbury,28,2141,2007,1852,1846,1862,Regional Non-Continuous
1589568.7317,5155812.363,1709,75,61,0.400000005960464,07500062,Both,Non-Continuous,8.6,Dual Loop,Hilltop - Just Past Hotel,11 - Canterbury,99,1726,1699,1519,1544,1539,Regional Non-Continuous
1594472.449,5155795.6594,1710,75,61,8.39999961853027,07500070,Both,Non-Continuous,10.2,Tube,40 metres Nth of Pawsons Stream Bridge,11 - Canterbury,28,2093,2256,1912,1900,1909,Regional Non-Continuous
1596920.3579,5154426.4416,1711,75,61,12.1000003814697,07500073,Both,Non-Continuous,9.8,Tube,Robinsons Bay - East of Robinsons Valley Rd,11 - Canterbury,28,2107,1989,1908,1887,1887,Regional Non-Continuous
1573975.4219,5176479.7307,1712,76,0,1.37999999523163,07600001,Both,Non-Continuous,11.4,Dual Loop,Port Hills Rd Sth East of Curries Rd,11 - Canterbury,63,12188,12415,11657,12645,12673,Regional Non-Continuous
1573479.5918,5177256.4045,1713,76,0,2.30999994277954,07600002,Both,Continuous,12.9,Dual Loop,Opawa Rd Sth East of Garlands Rd,11 - Canterbury,306,11283,11492,10686,11411,11711,Regional Continuous
1572926.79,5177870.1427,1714,76,3,0.730000019073486,07600003,Both,Non-Continuous,9.3,Dual Loop,Brougham St East of Ensors Rd,11 - Canterbury,50,21914,22018,21183,22494,22029,Regional Non-Continuous
1561396.2461,5177346.885,1715,76,11,5.69999980926514,07600017,Both,Continuous,9.8,Dual Loop,Halswell Jnctn Road btwn Springs & Shands,11 - Canterbury,333,24017,25164,19579,17887,15911,Regional Continuous
1560626.4978,5178052.5931,1716,76,11,6.80000019073486,07600018,Both,Continuous,14.4,Dual Loop,Halswell Jnctn Road btwn Shands & SH1 jnctn,11 - Canterbury,361,15909,15511,11486,8953,8606,Regional Continuous
1572377.9966,5178181.0014,1717,76,3,1.27999997138977,07610004,Inc,Continuous,7.1,Dual Loop,Brougham St East of Opawa Rd - Inc,11 - Canterbury,358,16562,16993,15748,17014,17236,Regional Continuous
1571689.2642,5178305.9284,1718,76,3,1.98000001907349,07610005,Inc,Continuous,8,Dual Loop,Brougham St East of Waltham Rd - Inc,11 - Canterbury,335,15910,16292,15570,15652,16254,Regional Continuous
1571294.4192,5178319.9089,1719,76,3,2.38000011444092,07610006,Inc,Continuous,7,Dual Loop,Brougham St West of Waltham Rd - Inc,11 - Canterbury,363,20411,20945,19516,19620,20566,Regional Continuous
1570087.8927,5178306.8703,1720,76,3,3.57999992370605,07610007,Inc,Continuous,6.5,Dual Loop,Brougham St West of Montreal St - Inc,11 - Canterbury,350,23142,23484,20074,22712,22734,Regional Continuous
1568877.3647,5178295.8291,1721,76,3,4.80999994277954,07610008,Inc,Non-Continuous,6.2,Dual Loop,Brougham Street Barrington St Overbridge Inc,11 - Canterbury,137,19188,19539,17422,19989,20439,Regional Non-Continuous
1567550.8755,5178349.7575,1722,76,3,6.15000009536743,07610010,Inc,Continuous,5.3,Dual Loop,Sthern Motorway West of Wrights Rd Underpass-Inc,11 - Canterbury,344,22902,21592,19965,23036,23851,Regional Continuous
1564397.1538,5176626.2843,1723,76,11,2.29999995231628,07610013,Inc,Continuous,5.6,Dual Loop,E of Dunbars overbridge Inc,11 - Canterbury,331,14999,14362,13408,17709,19929,Regional Continuous
1562642.8267,5176393.2931,1724,76,11,4.11399984359741,07610015,Inc,Continuous,,Dual Loop,CSM2 - Halswell Junction Road - SB Lanes,11 - Canterbury,,,,,,,Regional Continuous
1559361.0391,5176539.0851,1725,76,11,7.44600009918213,07610018,Inc,Continuous,,Dual Loop,CSM2 - Shands Road - SB Lanes,11 - Canterbury,,,,,,,Regional Continuous
1572377.9966,5178181.0014,1726,76,3,1.27999997138977,07620004,Dec,Continuous,6.9,Dual Loop,Brougham St East of Opawa Rd - Dec,11 - Canterbury,358,17960,18099,15826,18049,18093,Regional Continuous
1571689.2642,5178305.9284,1727,76,3,1.98000001907349,07620005,Dec,Continuous,7.6,Dual Loop,Brougham St East of Waltham Rd - Dec,11 - Canterbury,335,16084,16087,14871,15704,15914,Regional Continuous
1571294.4192,5178319.9089,1728,76,3,2.38000011444092,07620006,Dec,Continuous,7.2,Dual Loop,Brougham St West of Waltham Rd - Dec,11 - Canterbury,363,19161,19168,17507,17831,18217,Regional Continuous
1570087.8927,5178306.8703,1729,76,3,3.57999992370605,07620007,Dec,Continuous,5.8,Dual Loop,Brougham St West of Montreal St - Dec,11 - Canterbury,350,22653,23215,21138,22939,23478,Regional Continuous
1568753.4131,5178287.8274,1730,76,3,4.93800020217896,07620008,Dec,Non-Continuous,6.8,Dual Loop,Brougham Street Barrington St Overbridge Dec,11 - Canterbury,121,17566,17613,16436,18491,18359,Regional Non-Continuous
1567552.8742,5178362.7526,1731,76,3,6.15000009536743,07620010,Dec,Continuous,6,Dual Loop,Sthern Motorway West of Wrights Rd Underpass-Dec,11 - Canterbury,344,22319,21658,20369,23951,24475,Regional Continuous
1564397.1538,5176626.2843,1732,76,11,2.29999995231628,07620013,Dec,Continuous,5.9,Dual Loop,E of Dunbars overbridge Dec,11 - Canterbury,361,14811,14375,14493,19541,20523,Regional Continuous
1562273.9605,5176485.2421,1733,76,11,4.47200012207031,07620015,Dec,Continuous,,Dual Loop,CSM2 - Halswell Junction Road - NB Lanes,11 - Canterbury,,,,,,,Regional Continuous
1559363.0378,5176550.0812,1734,76,11,7.42999982833862,07620018,Dec,Continuous,,Dual Loop,CSM2 - Shands Road - NB Lanes,11 - Canterbury,,,,,,,Regional Continuous
1575170.9676,5175755.0645,1735,76,0,0.180000007152557,07630000,Ramp,Continuous,10.3,Dual Loop,Inc On Ramp,11 - Canterbury,320,3406,3744,3196,3437,3944,Regional Continuous
1565809.5511,5178113.7823,1736,76,11,0.259999990463257,07630011,Ramp,Non-Continuous,5.6,Dual Loop,Curletts Road overbridge Inc on ramp,11 - Canterbury,43,2149,1975,2081,3304,4200,Regional Non-Continuous
1559360.0402,5176524.0905,1737,76,17,0.486000001430511,07630017,Ramp,Continuous,,Dual Loop,CSM2 - Shands Road On Ramp - SB,11 - Canterbury,,,,,,,Regional Continuous
1565743.5755,5178131.773,1738,76,11,0.200000002980232,07640011,Ramp,Virtual,4.8,Virtual,Curletts Road overbridge Dec off ramp,11 - Canterbury,,1520,2100,2617,4155,4594,Virtual
1559369.0345,5176570.0743,1739,76,17,0.103000000119209,07640017,Ramp,Continuous,,Dual Loop,CSM2 - Shands Road Off Ramp - NB,11 - Canterbury,,,,,,,Regional Continuous
1568694.4351,5178311.816,1740,76,8,0.175999999046326,07650008,Ramp,Non-Continuous,2.3,Dual Loop,Jerrold Street Eastbound Dec on ramp,11 - Canterbury,121,5849,5736,5215,5416,5464,Regional Non-Continuous
1565930.4981,5178281.7236,1741,76,3,8,07650011,Ramp,Non-Continuous,5.6,Dual Loop,Curletts Road overbridge Dec on ramp,11 - Canterbury,60,9028,9383,8493,8565,8546,Regional Non-Continuous
1562274.9588,5176513.2318,1742,76,15,0.263000011444092,07650015,Ramp,Continuous,,Dual Loop,CSM2 - Halswell Junction Road On Ramp - NB,11 - Canterbury,,,,,,,Regional Continuous
1560407.6616,5176366.1984,1743,76,17,0.230000004172325,07650017,Ramp,Continuous,,Dual Loop,CSM2 - Shands Road On Ramp - NB,11 - Canterbury,,,,,,,Regional Continuous
1568880.3641,5178280.835,1744,76,8,0.0500000007450581,07660008,Ramp,Non-Continuous,2.4,Dual Loop,Jerrold Street Westbound Inc off ramp,11 - Canterbury,137,4783,4706,4175,3924,3825,Regional Non-Continuous
1566166.4071,5178306.723,1745,76,3,0.200000002980232,07660011,Ramp,Virtual,4.7,Virtual,Curletts Road Overbridge Inc off ramp,11 - Canterbury,,10052,9205,8638,8631,8122,Virtual
1562642.8267,5176393.2931,1746,76,15,0.163000002503395,07660015,Ramp,Continuous,,Dual Loop,CSM2 - Halswell Junction Road Off Ramp - SB,11 - Canterbury,,,,,,,Regional Continuous
1559821.8769,5176391.1612,1747,76,17,0.104999996721745,07660017,Ramp,Continuous,,Dual Loop,CSM2 - Shands Road Off Ramp - SB,11 - Canterbury,,,,,,,Regional Continuous
1498963.8853,5138132.1562,1748,77,0,0.360000014305115,07700000,Both,Non-Continuous,6.8,Single Loop,Ashburton - Kermode St West of S H 1 Junction,11 - Canterbury,28,9933,10018,9173,9895,10445,Regional Non-Continuous
1498812.7694,5138876.9578,1749,77,0,1.12999999523163,07700001,Both,Non-Continuous,8.1,Single Loop,Ashburton - Alford Forest Rd Nth of Oak Grove,11 - Canterbury,28,7634,7601,6883,7261,7776,Regional Non-Continuous
1498177.9545,5143820.7477,1750,77,0,6.36999988555908,07700006,Both,Continuous,7.8,Dual Loop,Ashburton - Nth of Racecourse Rd,11 - Canterbury,362,2297,2280,2082,2307,2346,Regional Continuous
1490429.4419,5164279.4465,1751,77,17,13.1899995803833,07700030,Both,Continuous,14.8,Single Loop,Methven - Sth of Reynolds Rd,11 - Canterbury,295,1778,1795,1564,1905,1944,Regional Continuous
1490865.9312,5168127.7682,1752,77,33,0.200000002980232,07700033,Both,Non-Continuous,10.1,Dual Loop,Methven - Nth of Alford Forest Rd,11 - Canterbury,28,3473,3705,3400,3975,4053,Regional Non-Continuous
1491110.6549,5170384.3655,1753,77,33,2.50999999046326,07700036,Both,Continuous,15.1,Single Loop,Methven - Sth of Mount Hutt Rd,11 - Canterbury,295,1317,1355,1356,1295,1316,Regional Continuous
1486899.1517,5173582.3757,1754,77,33,8,07700041,Both,Non-Continuous,15.3,Tube,Methven - Waimarama Rd,11 - Canterbury,28,505,482,391,488,792,Regional Non-Continuous
1487891.5775,5178563.5802,1755,77,43,5,07700048,Both,Non-Continuous,15,Tube,Mount Hutt Station - Sth of Mount Hutt Station Rd Junction,11 - Canterbury,28,957,1027,839,812,802,Regional Non-Continuous
1488693.3149,5180218.3434,1756,77,43,6.98000001907349,07700050,Both,Continuous,8.9,Dual Loop,Rakaia Gorge - 0.25km Nth of Blackford Rd,11 - Canterbury,362,1379,1501,1301,1294,1266,Regional Continuous
1519643.0313,5185731.0756,1757,77,79,6.69999980926514,07700086,Both,Non-Continuous,13.5,Single Loop,Sth of Homebush Corner,11 - Canterbury,46,2598,2522,2295,2127,2855,Regional Non-Continuous
1520418.829,5185705.1239,1758,77,79,7.5,07700087,Both,Non-Continuous,10.2,Single Loop,Bangor Rd - East of Homebush School Access,11 - Canterbury,46,1791,1836,1980,1640,1642,Regional Non-Continuous
1527277.0174,5184583.7923,1759,77,79,14.4799995422363,07700094,Both,Non-Continuous,8.1,Single Loop,West of SH73 Junction,11 - Canterbury,54,2886,2673,3158,2844,2602,Regional Non-Continuous
1460711.0149,5083083.5599,1760,78,0,0.850000023841858,07800001,Both,Continuous,15.7,Dual Loop,Timaru - Port Loop Rd Just Nth of Marine Parade,11 - Canterbury,319,3340,3567,3977,3205,3273,Regional Continuous
1462103.9011,5121789.011,1761,79,0,8.38000011444092,07900009,Both,Non-Continuous,7.6,Dual Loop,Upper Orari - East of Orari Bridge,11 - Canterbury,171,1563,1577,1297,1576,1468,Regional Non-Continuous
1460583.2607,5121040.6567,1762,79,9,1.39999997615814,07900010,Both,Continuous,8.4,Dual Loop,Upper Orari - Near Upper Orari Hall,11 - Canterbury,362,3720,3792,3252,3379,3317,Regional Continuous
1459139.8466,5116042.6895,1763,79,15,0.5,07900015,Both,Non-Continuous,5.5,Dual Loop,Geraldine - Cox St Nth of Lewis St,11 - Canterbury,137,3558,3753,3348,3526,3427,Regional Non-Continuous
1451366.0549,5114061.4329,1764,79,15,10.0699996948242,07900025,Both,Continuous,11.2,Dual Loop,Gapes Valley - Toomeys Bridge,11 - Canterbury,240,2349,2461,2019,1969,2202,Regional Continuous
1427376.8149,5115536.8324,1765,79,46,13.6780004501343,07900059,Both,Continuous,10.4,Dual Loop,Fairlie - East of SH8,11 - Canterbury,251,2515,2576,2115,2273,2252,Regional Continuous
1426448.9271,5115037.513,1766,79,46,14.75,07900061,Both,Non-Continuous,14.6,Single Loop,Fairlie - Between Bridge and Grey Sts,11 - Canterbury,144,3575,3668,3109,3269,3348,Regional Non-Continuous
1581726.0531,5284683.2424,1767,7A,0,0.00999999977648258,07A00000,Both,Non-Continuous,13,Tube,Nth of SH7 Junction (Hanmer Turnoff),11 - Canterbury,28,2272,2088,1780,1947,1714,Regional Non-Continuous
1458942.9426,5088320.229,1768,8,0,1.28999996185303,00800001,Both,Continuous,6.8,Dual Loop,Washdyke East of Racecourse culv ert ,11 - Canterbury,150,3910,3778,4212,3972,3791,Regional Continuous
1452326.0671,5096819.8149,1769,8,0,12.6599998474121,00800013,Both,Continuous,6.3,Dual Loop,Pleasant Pt - West of Butlers Rd.,11 - Canterbury,277,4158,4398,4355,4226,4067,Regional Continuous
1426468.401,5113539.4391,1770,8,34,21.6299991607666,00800056,Both,Continuous,16.3,Single Loop,Fairlie - SE of Town,11 - Canterbury,252,1856,1643,1773,1700,1606,Regional Continuous
1425791.7713,5115435.3258,1771,8,57,0.649999976158142,00800058,Both,Non-Continuous,9.6,Dual Loop,Fairlie - Between Ayr and Alloway St ,11 - Canterbury,129,3988,3878,3457,3381,4370,Regional Non-Continuous
1425217.5815,5115954.174,1772,8,57,1.4099999666214,00800059,Both,National,13.6,Telemetry,FAIRLIE - Telemetry Site 98 ,11 - Canterbury,185,3564,3543,3040,2982,2763,Telemetry
1399455.4263,5123926.5436,1773,8,85,12.7799997329712,00800098,Both,Continuous,11.7,Dual Loop,Tekapo - East of Township at Lookout Entry,11 - Canterbury,362,3145,3212,2645,2524,2564,Regional Continuous
1397984.062,5124343.2222,1774,8,99,0.0799999982118607,00800100,Both,Non-Continuous,11.7,Single Loop,Tekapo - On Bridge,11 - Canterbury,147,5184,5464,4082,3743,4310,Regional Non-Continuous
1388991.089,5117825.426,1775,8,99,14,00800113,Both,Continuous,17.6,Single Loop,Nth of Irishman's Creek Rd at ERP,11 - Canterbury,254,2696,2903,2274,2035,2293,Regional Continuous
1369966.9652,5102584.2346,1776,8,146,0.709999978542328,00800147,Both,Continuous,18.4,Single Loop,Pukaki - Sth-west of SH 80 Junction ,11 - Canterbury,254,3129,3339,2608,2304,2577,Regional Continuous
1369431.3723,5103780.4359,1777,80,0,0.790000021457672,08000001,Both,Continuous,6.1,Dual Loop,Lake Pukaki - Nth of SH8 Junction,11 - Canterbury,255,1262,1383,835,505,842,Regional Continuous
1451675.365,5048551.6643,1778,82,0,0.270000010728836,08200000,Both,Continuous,8.2,Dual Loop,Waimate Turnoff - Sth of SH1 Junction,11 - Canterbury,311,1980,1992,1728,1890,1795,Regional Continuous
1445244.4153,5044653.9705,1779,82,0,7.92000007629395,08200008,Both,Continuous,5.3,Dual Loop,Waimate - Queen St Nth-east of William St,11 - Canterbury,304,3567,3388,3574,3502,3383,Regional Continuous
1444077.6444,5042899.3508,1780,82,0,10.1599998474121,08200010,Both,Continuous,11.4,Dual Loop,Waimate - 500m west of showgrounds ,11 - Canterbury,310,1051,908,1281,876,886,Regional Continuous
1400351.8569,5044257.0216,1781,82,53,16.7199993133545,08200069,Both,Continuous,14.9,Dual Loop,Kurow at Waitaki River bridge No 1,11 - Canterbury,362,947,975,901,943,956,Regional Continuous
1515628.2472,5366974.4234,1782,6,282,9,00600292,Both,Non-Continuous,21.4,Single Loop,Inangahua - Nth of Township,12 - West Coast,89,1123,1076,855,860,767,Regional Non-Continuous
1490114.7435,5367575.6262,1783,6,313,13.6700000762939,00600327,Both,Continuous,12.2,Dual Loop,Lower Buller Gorge - Ten Mile Creek,12 - West Coast,309,1002,939,860,786,739,Regional Continuous
1480759.0866,5367384.9166,1784,6,336,4.19999980926514,00600340,Both,Non-Continuous,8.9,Dual Loop,Coast Rd - Sth of Wilsons Lead Rd,12 - West Coast,217,1185,1048,1020,1017,962,Regional Non-Continuous
1462216.5078,5325484.8154,1785,6,388,10.2399997711182,00600398,Both,National,11.2,Telemetry,PUNAKAIKI - Telemetry Site 39 - Just Nth of Canoe Creek,12 - West Coast,265,1156,1069,886,837,786,Telemetry
1455438.764,5307548.8883,1786,6,416,2.84999990463257,00600419,Both,Continuous,9,Dual Loop,Rapahoe - Nth of Township,12 - West Coast,231,1342,1325,1161,1084,1102,Regional Continuous
1455827.2236,5305657.2177,1787,6,416,4.94000005722046,00600421,Both,Non-Continuous,11.7,Single Loop,Runanga - Nth of Railway Crossing,12 - West Coast,95,1889,1721,1565,1459,1465,Regional Non-Continuous
1455268.1629,5300587.4438,1788,6,416,10.4099998474121,00600426,Both,Non-Continuous,12.3,Single Loop,Wingham Park - Nth of Taylorville Turnoff,12 - West Coast,110,3760,3780,3437,3443,3384,Regional Non-Continuous
1454619.047,5299476.8232,1789,6,416,11.9499998092651,00600428,Both,Non-Continuous,9.3,Single Loop,Greymouth - Nth of Grey River Bridge,12 - West Coast,110,4750,4961,4417,4785,4369,Regional Non-Continuous
1453387.1766,5298908.2175,1790,6,416,13.6000003814697,00600429,Both,Non-Continuous,3.8,Single Loop,Greymouth - Just Sth of Grey River Bridge,12 - West Coast,104,9091,9214,8477,8953,8427,Regional Non-Continuous
1453120.2066,5298795.3007,1791,6,430,0.300000011920929,00600430,Both,Non-Continuous,9.1,Single Loop,Greymouth - East of Willis St,12 - West Coast,65,9483,9918,9190,9644,9529,Regional Non-Continuous
1451318.112,5296765.1179,1792,6,430,3.10999989509583,00600433,Both,Non-Continuous,4.1,Single Loop,Greymouth - High St Sth of Nelson St,12 - West Coast,58,9357,9427,8834,9207,9203,Regional Non-Continuous
1450668.8414,5295008.6106,1793,6,430,4.98999977111816,00600435,Both,Non-Continuous,10.2,Single Loop,Greymouth - Between Fernhill and Loris Places,12 - West Coast,58,8301,8336,7846,8301,8307,Regional Non-Continuous
1449629.4169,5292218.3794,1794,6,430,8,00600438,Both,Continuous,6.8,Dual Loop,Paroa - Nth of Paroa School,12 - West Coast,268,6003,5830,5780,6010,5971,Regional Continuous
1446857.1036,5283826.4935,1795,6,430,17.5699996948242,00600448,Both,Non-Continuous,14,Single Loop,Kumara Junction - Nth of SH 73 Junction,12 - West Coast,14,4152,4165,3971,4168,4232,Regional Non-Continuous
1443552.9153,5280274.7841,1796,6,445,9.19999980926514,00600454,Both,National,10,Telemetry,CHESTERFIELD - Telemetry Site 70,12 - West Coast,340,3520,3557,3196,3418,3354,Telemetry
1435151.1879,5270843.9243,1797,6,463,4.55000019073486,00600468,Both,Continuous,10.2,Dual Loop,Three Mile - Nth of Hokitika,12 - West Coast,208,4728,5069,4329,4462,4413,Regional Continuous
1433584.9489,5268707.5215,1798,6,463,7.21000003814697,00600470,Both,Non-Continuous,7.7,Single Loop,Hokitika - Fitzherbert St Sth of Stafford St,12 - West Coast,50,5376,5515,5122,5387,5141,Regional Non-Continuous
1432907.7254,5267197.8449,1799,6,471,1,00600472,Both,Continuous,7.5,Dual Loop,Hokitika - Nth of Golf Links and Arthurstown Rd,12 - West Coast,346,2625,2626,2400,2428,2553,Regional Continuous
1427385.4917,5258008.9139,1800,6,471,12.2200002670288,00600483,Both,Non-Continuous,13.5,Single Loop,Ruatapu - Sth of Township (Bittern Creek),12 - West Coast,50,1449,1477,1055,1062,1111,Regional Non-Continuous
1421676.0568,5248245.7392,1801,6,501,0.219999998807907,00600501,Both,Non-Continuous,11.2,Dual Loop,Ross - Near Fire Station,12 - West Coast,43,1371,1381,972,893,984,Regional Non-Continuous
1421048.1737,5248687.8266,1802,6,501,1.0900000333786,00600502,Both,Non-Continuous,15.1,Dual Loop,Ross - Sth of Township,12 - West Coast,29,1159,1037,780,785,742,Regional Non-Continuous
1401411.6237,5219703.061,1803,6,541,5.63000011444092,00600547,Both,Continuous,10.3,Dual Loop,Hari Hari Btwn Robertsons Rd & Wanganui Flat Rd,12 - West Coast,362,1139,1110,921,908,890,Regional Continuous
1385927.8055,5206698.6284,1804,6,570,7.31500005722046,00600577,Both,Continuous,10.6,Dual Loop,Whataroa - Nth End Township,12 - West Coast,339,1047,733,761,738,746,Regional Continuous
1371760.1143,5191905.1718,1805,6,596,13.0299997329712,00600609,Both,Continuous,9.2,Dual Loop,Franz Josef - Just Sth of Fire Station,12 - West Coast,363,1695,1528,1080,814,826,Regional Continuous
1370789.9378,5192136.2822,1806,6,610,4.15999984741211,00600614,Both,Continuous,9.5,Dual Loop,South of Waiho Flat Rd,12 - West Coast,363,892,879,628,603,645,Regional Continuous
